基金代码,基金名称,币种,份额类别,市场标签,交易场所,净值日期,近1年收益率,近3年收益率,近5年收益率,近10年收益率,日累计申购限额,限额来源,申购状态,赎回状态,天天基金申购费,管理费率,托管费率,销售服务费率,申购费率明细,赎回费率明细,定期报告链接
019076,嘉实全球产业精选混合发起式(QDII)美元,美元,未标明,全球,场外/联接/LOF,2026-05-21,27.76%,--,--,--,0美元,天天基金F10基本概况实时交易状态,暂停申购,暂停赎回,,1.20%（每年）,0.20%（每年）,---,小于20万美元: 0.15%；大于等于20万美元，小于100万美元: 0.08%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_019076_3.html
019075,嘉实全球产业精选混合发起式(QDII)人民币,人民币,未标明,全球,场外/联接/LOF,2026-05-22,21.51%,--,--,--,无限额,天天基金F10购买信息,开放申购,开放赎回,0.15%,1.20%（每年）,0.20%（每年）,---,小于100万元: 1.50% | 0.15%；大于等于100万元，小于500万元: 0.80% | 0.08%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_019075_3.html
017730,嘉实全球产业升级股票发起式(QDII)A,人民币,A,全球,场外/联接/LOF,2026-05-22,151.41%,287.62%,--,--,100元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.15%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.50% | 0.15%；大于等于100万元，小于200万元: 1.00% | 0.10%；大于等于200万元，小于500万元: 0.60% | 0.06%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_017730_3.html
017731,嘉实全球产业升级股票发起式(QDII)C,人民币,C,全球,场外/联接/LOF,2026-05-22,149.89%,280.78%,--,--,100元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.60%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_017731_3.html
017430,嘉实全球创新龙头股票(QDII)美元,美元,未标明,全球,场外/联接/LOF,2026-05-21,11.92%,12.23%,--,--,0美元,天天基金F10基本概况实时交易状态,暂停申购,暂停赎回,,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于20万美元: 0.15%；大于等于20万美元，小于40万美元: 0.10%；大于等于40万美元，小于100万美元: 0.06%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_017430_3.html
017429,嘉实全球创新龙头股票(QDII)人民币A,人民币,A,全球,场外/联接/LOF,2026-05-22,6.38%,9.32%,--,--,无限额,天天基金F10购买信息,开放申购,开放赎回,0.15%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.50% | 0.15%；大于等于100万元，小于200万元: 1.00% | 0.10%；大于等于200万元，小于500万元: 0.60% | 0.06%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_017429_3.html
017431,嘉实全球创新龙头股票(QDII)人民币C,人民币,C,全球,场外/联接/LOF,2026-05-22,5.75%,7.71%,--,--,无限额,天天基金F10购买信息,开放申购,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.60%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_017431_3.html
000990,嘉实全球互联网股票美元现钞,美元,未标明,全球,场外/联接/LOF,2026-05-21,8.86%,30.27%,3.10%,131.66%,0美元,天天基金F10基本概况实时交易状态,暂停申购,暂停赎回,,1.20%（每年）,0.20%（每年）,---,小于50万元: 0.15%；大于等于50万元，小于200万元: 0.12%；大于等于200万元，小于500万元: 0.08%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于365天: 0.50%；大于等于365天，小于730天: 0.30%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_000990_3.html
000989,嘉实全球互联网股票美元现汇,美元,未标明,全球,场外/联接/LOF,2026-05-21,8.86%,30.27%,3.10%,131.66%,0美元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.15%,1.20%（每年）,0.20%（每年）,---,小于50万元: 1.50% | 0.15%；大于等于50万元，小于200万元: 1.20% | 0.12%；大于等于200万元，小于500万元: 0.80% | 0.08%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于365天: 0.50%；大于等于365天，小于730天: 0.30%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_000989_3.html
000988,嘉实全球互联网股票人民币,人民币,未标明,全球,场外/联接/LOF,2026-05-22,3.51%,26.98%,9.65%,142.84%,100元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.15%,1.20%（每年）,0.20%（每年）,---,小于50万元: 1.50% | 0.15%；大于等于50万元，小于200万元: 1.20% | 0.12%；大于等于200万元，小于500万元: 0.80% | 0.08%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于365天: 0.50%；大于等于365天，小于730天: 0.30%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_000988_3.html
013329,嘉实全球价值股票(QDII)美元现汇,美元,未标明,全球,场外/联接/LOF,2026-05-21,39.04%,86.52%,--,--,0美元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.15%,1.20%（每年）,0.20%（每年）,---,小于50万元: 1.50% | 0.15%；大于等于50万元，小于200万元: 1.20% | 0.12%；大于等于200万元，小于500万元: 0.80% | 0.08%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于365天: 0.50%；大于等于365天，小于730天: 0.30%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_013329_3.html
013328,嘉实全球价值股票(QDII)人民币,人民币,未标明,全球,场外/联接/LOF,2026-05-22,32.22%,81.85%,--,--,100元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.15%,1.20%（每年）,0.20%（每年）,---,小于50万元: 1.50% | 0.15%；大于等于50万元，小于200万元: 1.20% | 0.12%；大于等于200万元，小于500万元: 0.80% | 0.08%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于365天: 0.50%；大于等于365天，小于730天: 0.30%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_013328_3.html
016667,景顺长城全球半导体芯片股票A(QDII-LOF)(美元现汇),美元,未标明,全球,场外/联接/LOF,2026-05-21,144.86%,222.17%,--,--,,,暂停申购,开放赎回,,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于20万美元: 1.60%；大于等于20万美元，小于50万美元: 1.10%；大于等于50万美元，小于100万美元: 0.60%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_016667_3.html
501225,景顺长城全球半导体芯片股票A(QDII-LOF)(人民币),人民币,未标明,全球,场外/联接/LOF,2026-05-21,126.32%,215.78%,--,--,100元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.15%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.50% | 0.15%；大于等于100万元，小于300万元: 1.00% | 0.10%；大于等于300万元，小于500万元: 0.50% | 0.05%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_501225_3.html
016668,景顺长城全球半导体芯片股票C(QDII-LOF)(人民币),人民币,未标明,全球,场外/联接/LOF,2026-05-21,131.78%,208.17%,--,--,100元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.40%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_016668_3.html
017972,摩根海外稳健配置混合(QDII-FOF)美元现钞,美元,未标明,全球,场外/联接/LOF,2026-05-21,3.05%,--,--,--,,,限大额,开放赎回,,0.80%（每年）,0.15%（每年）,0.00%（每年）,小于10万美元: 0.20%；大于等于10万美元，小于100万美元: 0.10%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于365天: 0.10%；大于等于365天，小于730天: 0.05%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_017972_3.html
017971,摩根海外稳健配置混合(QDII-FOF)美元现汇,美元,未标明,全球,场外/联接/LOF,2026-05-21,3.05%,--,--,--,,,限大额,开放赎回,,0.80%（每年）,0.15%（每年）,0.00%（每年）,小于10万美元: 0.20%；大于等于10万美元，小于100万美元: 0.10%；大于等于100万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于365天: 0.10%；大于等于365天，小于730天: 0.05%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_017971_3.html
017970,摩根海外稳健配置混合(QDII-FOF)人民币A,人民币,A,全球,场外/联接/LOF,2026-05-25,-2.14%,6.21%,--,--,10.00万元,天天基金F10购买信息,限大额,开放赎回,0.20%,0.80%（每年）,0.15%（每年）,0.00%（每年）,小于100万元: 0.20%；大于等于100万元，小于500万元: 0.10%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于365天: 0.10%；大于等于365天，小于730天: 0.05%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_017970_3.html
020512,摩根海外稳健配置混合(QDII-FOF)人民币C,人民币,C,全球,场外/联接/LOF,2026-05-25,-2.54%,--,--,--,10.00万元,天天基金F10购买信息,限大额,开放赎回,0.00%,0.80%（每年）,0.15%（每年）,0.40%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于365天: 0.10%；大于等于365天，小于730天: 0.05%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_020512_3.html
003630,摩根全球多元配置(QDII-FOF)美元现钞,美元,未标明,全球,场外/联接/LOF,2026-05-21,15.69%,35.13%,23.76%,--,,,限大额,开放赎回,,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万美元: 1.50%；大于等于100万美元，小于200万美元: 1.00%；大于等于200万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于365天: 0.50%；大于等于365天，小于730天: 0.35%；大于等于730天，小于1095天: 0.20%；大于等于1095天: 0.00%,https://fundf10.eastmoney.com/jjgg_003630_3.html
003631,摩根全球多元配置(QDII-FOF)美元现汇,美元,未标明,全球,场外/联接/LOF,2026-05-21,15.69%,35.13%,23.76%,--,,,限大额,开放赎回,,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万美元: 1.50%；大于等于100万美元，小于200万美元: 1.00%；大于等于200万美元: 每笔200美元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于365天: 0.50%；大于等于365天，小于730天: 0.35%；大于等于730天，小于1095天: 0.20%；大于等于1095天: 0.00%,https://fundf10.eastmoney.com/jjgg_003631_3.html
003629,摩根全球多元配置(QDII-FOF)人民币A,人民币,A,全球,场外/联接/LOF,2026-05-25,10.45%,32.42%,31.45%,--,10.00万元,天天基金F10购买信息,限大额,开放赎回,1.50%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于500万元: 1.50%；大于等于500万元，小于1000万元: 1.00%；大于等于1000万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于365天: 0.50%；大于等于365天，小于730天: 0.35%；大于等于730天，小于1095天: 0.20%；大于等于1095天: 0.00%,https://fundf10.eastmoney.com/jjgg_003629_3.html
019512,摩根全球多元配置(QDII-FOF)人民币C,人民币,C,全球,场外/联接/LOF,2026-05-25,10.13%,--,--,--,10.00万元,天天基金F10购买信息,限大额,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.30%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_019512_3.html
202801,南方全球精选配置股票(QDII-FOF)A,人民币,A,全球,场外/联接/LOF,2026-05-25,14.83%,21.34%,-11.84%,58.88%,无限额,天天基金F10购买信息,开放申购,开放赎回,0.16%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.60% | 0.16%；大于等于100万元，小于500万元: 1.00% | 0.10%；大于等于500万元，小于1000万元: 0.50% | 0.05%；大于等于1000万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于1年: 0.50%；大于等于1年，小于2年: 0.30%；大于等于2年: 0.00%,https://fundf10.eastmoney.com/jjgg_202801_3.html
023591,南方全球精选配置股票(QDII-FOF)C,人民币,C,全球,场外/联接/LOF,2026-05-25,14.21%,--,--,--,无限额,天天基金F10购买信息,开放申购,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.50%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_023591_3.html
006555,浦银安盛全球智能科技(QDII)A,人民币,A,全球,场外/联接/LOF,2026-05-24,89.13%,173.58%,138.27%,--,100元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.15%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.50% | 0.15%；大于等于100万元，小于300万元: 1.00% | 0.10%；大于等于300万元，小于500万元: 0.30% | 0.03%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于365天: 0.50%；大于等于365天，小于730天: 0.25%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_006555_3.html
014002,浦银安盛全球智能科技(QDII)C,人民币,C,全球,场外/联接/LOF,2026-05-24,88.31%,170.39%,--,--,100元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.40%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_014002_3.html
017071,申万菱信全球新能源股票型发起式(QDII)A,人民币,A,全球,场外/联接/LOF,2026-05-25,52.53%,--,--,--,无限额,天天基金F10购买信息,开放申购,开放赎回,0.10%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.00% | 0.10%；大于等于100万元，小于500万元: 0.60% | 0.06%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天: 0.00%,https://fundf10.eastmoney.com/jjgg_017071_3.html
017072,申万菱信全球新能源股票型发起式(QDII)C,人民币,C,全球,场外/联接/LOF,2026-05-25,52.16%,--,--,--,无限额,天天基金F10购买信息,开放申购,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.20%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_017072_3.html
016664,天弘全球高端制造混合(QDII)A,人民币,A,全球,场外/联接/LOF,2026-05-25,187.55%,233.02%,--,--,100元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.15%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.50% | 0.15%；大于等于100万元，小于200万元: 1.00% | 0.10%；大于等于200万元，小于500万元: 0.80% | 0.08%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于365天: 0.50%；大于等于365天，小于730天: 0.25%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_016664_3.html
016665,天弘全球高端制造混合(QDII)C,人民币,C,全球,场外/联接/LOF,2026-05-25,186.57%,230.00%,--,--,100元,天天基金F10基本概况实时交易状态,限大额,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.30%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_016665_3.html
164212,天弘全球新能源汽车股票(QDII-LOF)A,人民币,A,全球,场外/联接/LOF,2026-05-25,87.06%,--,--,--,1.00万元,天天基金F10购买信息,限大额,开放赎回,0.12%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于500万元: 1.20% | 0.12%；大于等于500万元: 每笔1000元,小于7天: 1.50%；大于等于7天，小于30天: 0.75%；大于等于30天，小于180天: 0.50%；大于等于180天，小于365天: 0.25%；大于等于365天: 0.00%,https://fundf10.eastmoney.com/jjgg_164212_3.html
016823,天弘全球新能源汽车股票(QDII-LOF)C,人民币,C,全球,场外/联接/LOF,2026-05-25,85.96%,--,--,--,1.00万元,天天基金F10购买信息,限大额,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.25%（每年）,---: 0.00%,小于7天: 1.50%；大于等于7天，小于30天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_016823_3.html
012535,万家全球成长一年持有期混合(QDII)A,人民币,A,全球,场外/联接/LOF,2026-05-22,45.92%,52.49%,--,--,无限额,天天基金F10购买信息,开放申购,开放赎回,0.15%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于100万元: 1.50% | 0.15%；大于等于100万元，小于300万元: 1.20% | 0.12%；大于等于300万元，小于500万元: 0.80% | 0.08%；大于等于500万元: 每笔1000元,---: 0.00%,https://fundf10.eastmoney.com/jjgg_012535_3.html
012536,万家全球成长一年持有期混合(QDII)C,人民币,C,全球,场外/联接/LOF,2026-05-22,45.03%,49.76%,--,--,无限额,天天基金F10购买信息,开放申购,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.60%（每年）,---: 0.00%,---: 0.00%,https://fundf10.eastmoney.com/jjgg_012536_3.html
012921,易方达全球成长精选混合(QDII)美元现汇A,美元,A,全球,场外/联接/LOF,2026-05-24,218.50%,349.89%,--,--,0美元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.15%,1.20%（每年）,0.20%（每年）,0.00%（每年）,小于20万美元: 1.50% | 0.15%；大于等于20万美元，小于100万美元: 1.20% | 0.12%；大于等于100万美元: 每笔200美元,小于等于6天: 1.50%；大于等于7天，小于等于29天: 0.75%；大于等于30天，小于等于364天: 0.50%；大于等于365天，小于等于729天: 0.25%；大于等于730天: 0.00%,https://fundf10.eastmoney.com/jjgg_012921_3.html
012923,易方达全球成长精选混合(QDII)美元现汇C,美元,C,全球,场外/联接/LOF,2026-05-24,216.90%,344.35%,--,--,0美元,天天基金F10基本概况实时交易状态,暂停申购,开放赎回,0.00%,1.20%（每年）,0.20%（每年）,0.40%（每年）,---: 0.00%,小于等于6天: 1.50%；大于等于7天，小于等于29天: 0.50%；大于等于30天: 0.00%,https://fundf10.eastmoney.com/jjgg_012923_3.html
